annotator ID,talk__id,speaker__name,url_webpage,url_video,identify_accent,rate_accent,rater_confidence,speaker_race,speaker_gender,notes
Fabriciana,24021,Jeff Dekofsky,https://www.ted.com/talks/jeff_dekofsky_the_infinite_hotel_paradox,https://py.tedcdn.com/consus/projects/00/44/68/001/products/2013e-jeff-dekofsky-infinite-hotel-001-fallback-d5e896c211740c4776e2de6a3be195f3-1200k.mp4,american,5,5,unknown,male,
Fabriciana,24147,Michael Mauser,https://www.ted.com/talks/michael_mauser_what_are_those_floaty_things_in_your_eye,https://py.tedcdn.com/consus/projects/00/42/41/010/products/2014e-michael-mauser-eye-floaties-010-fallback-5017178c65d25f9e83b30c3b74a9b1ab-1200k.mp4,american,5,5,unknown,female,
Fabriciana,453,Elizabeth Gilbert,https://www.ted.com/talks/elizabeth_gilbert_your_elusive_creative_genius,https://py.tedcdn.com/consus/projects/00/09/24/005/products/2009-elizabeth-gilbert-005-fallback-8797f6cec0a385a393413bebd29f8b33-1200k.mp4,american,5,5,white,female,
Fabriciana,2217,Monica Lewinsky,https://www.ted.com/talks/monica_lewinsky_the_price_of_shame,https://py.tedcdn.com/consus/projects/00/23/64/003/products/2015-monica-lewinsky-003-fallback-24a654bec89d6e8e884864dab40170f4-1200k.mp4,american,5,5,white,female,
Fabriciana,97,Dan Gilbert,https://www.ted.com/talks/dan_gilbert_the_surprising_science_of_happiness,https://py.tedcdn.com/consus/projects/00/09/23/002/products/2004-dan-gilbert-002-fallback-3534e91f409743d61f435370b4b55a4b-1200k.mp4,american,5,5,white,male,
Fabriciana,2474,Adam Grant,https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers,https://py.tedcdn.com/consus/projects/00/25/98/012/products/2016-adam-grant-012-fallback-81d628ced841a87db5352b31757d8f08-1200k.mp4,american,5,5,white,male ,
Fabriciana,24249,Alex Gendler,https://www.ted.com/talks/alex_gendler_can_you_solve_the_bridge_riddle,https://py.tedcdn.com/consus/projects/00/42/68/008/products/2015e-alex-gendler-bridge-riddle-008-fallback-4a6a225db1109de2798fa315dbf1c1e9-1200k.mp4,american,5,5,unknown,male,
Fabriciana,24286,Helen M. Farrell,https://www.ted.com/talks/helen_m_farrell_what_is_depression,https://py.tedcdn.com/consus/projects/00/42/77/011/products/2015e-helen-m-farrell-depression-011-fallback-826d68b5084a386855612ef9e9e47c27-1200k.mp4,american,5,5,unknown,female,
Fabriciana,1629,Maz Jobrani,https://www.ted.com/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar,https://py.tedcdn.com/consus/projects/00/16/46/009/products/2012s-maz-jobrani-009-fallback-12d43789c45cf293ceef566a1224a607-1200k.mp4,middle eastern,2,5,middle eastern,male,
Fabriciana,685,Pranav Mistry,https://www.ted.com/talks/pranav_mistry_the_thrilling_potential_of_sixthsense_technology,https://py.tedcdn.com/consus/projects/00/20/18/011/products/2009i-pranav-mistry-011-fallback-a5e869d8cd949213d8fa19bb90f5c0f5-1200k.mp4,south asian,1,5,south asian,male,
Fabriciana,1669,Esther Perel,https://www.ted.com/talks/esther_perel_the_secret_to_desire_in_a_long_term_relationship,https://py.tedcdn.com/consus/projects/00/12/00/002/products/2013s-esther-perel-002-fallback-5617b08b96d9323e5fedfed021a431d0-1200k.mp4,east european,1,5,white,female,
Fabriciana,2252,Esther Perel,https://www.ted.com/talks/esther_perel_rethinking_infidelity_a_talk_for_anyone_who_has_ever_loved,https://py.tedcdn.com/consus/projects/00/02/28/008/products/2015-esther-perel-008-fallback-e1606884d9a22f8aa4b4b6904d847dfb-1200k.mp4,east european,1,5,white,female,
Fabriciana,310,Keith Barry,https://www.ted.com/talks/keith_barry_brain_magic,https://py.tedcdn.com/consus/projects/00/07/44/001/products/2004-keith-barry-001-fallback-192151edf67b2eb5b47e54926fc18c1a-1200k.mp4,british,3,5,white,male,
Fabriciana,2361,Daniel Levitin,https://www.ted.com/talks/daniel_levitin_how_to_stay_calm_when_you_know_you_ll_be_stressed,https://py.tedcdn.com/consus/projects/00/24/91/004/products/2015g-daniel-levitin-004-fallback-2f32cff098ba1177802312b4ba5d89f2-1200k.mp4,american,5,5,white,male,
Fabriciana,2299,Johann Hari,https://www.ted.com/talks/johann_hari_everything_you_think_you_know_about_addiction_is_wrong,https://py.tedcdn.com/consus/projects/00/01/88/002/products/2015-johann-hari-002-fallback-290a724697c5497ebc280c53a7e40aa0-1200k.mp4,british,1,5,white,male,
Fabriciana,13584,Mariana Atencio,https://www.ted.com/talks/mariana_atencio_what_makes_you_special,,american,5,5,hispanic,female,
Fabriciana,24138,Noah Zandan,https://www.ted.com/talks/noah_zandan_the_language_of_lying,https://py.tedcdn.com/consus/projects/00/45/61/001/products/2014e-noah-zandan-liars-001-fallback-a169d503b0bcb510bd051a3196869e49-1200k.mp4,american,5,5,unknown,male,
Fabriciana,2420,Judson Brewer,https://www.ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit,https://py.tedcdn.com/consus/projects/00/37/08/006/products/2015p-judson-brewer-006-fallback-b9313a4eba917f83ae384639e3b15133-1200k.mp4,american,5,5,white,male,
Fabriciana,24322,Mia Nacamulli,https://www.ted.com/talks/mia_nacamulli_what_would_happen_if_you_didn_t_drink_water,https://py.tedcdn.com/consus/projects/00/42/81/013/products/2015e-mia-nacamulli-drink-water-013-fallback-1afe65b52bad963f39ca81c055c0fee5-1200k.mp4,american,5,5,unknown,male,
Fabriciana,1391,Brené Brown,https://www.ted.com/talks/brene_brown_listening_to_shame,https://py.tedcdn.com/consus/projects/00/07/91/007/products/2012-brene-brown-007-fallback-2fa6f9f4c26076188d01d0665e37e80d-1200k.mp4,american,5,5,white,female,
Fabriciana,93,Barry Schwartz,https://www.ted.com/talks/barry_schwartz_the_paradox_of_choice,https://py.tedcdn.com/consus/projects/00/12/80/001/products/2005g-barry-schwartz-001-fallback-023b9642cf3e6c60c3fb0476f7e6cbe6-1200k.mp4,american,5,5,white,male,
Fabriciana,206,David Gallo,https://www.ted.com/talks/david_gallo_underwater_astonishments,https://py.tedcdn.com/consus/projects/00/09/14/006/products/2007-david-gallo-006-fallback-91620ba942d69e0f4d2021f7e5276610-1200k.mp4,american,5,5,white,male,
Fabriciana,1959,Hugh Herr,https://www.ted.com/talks/hugh_herr_the_new_bionics_that_let_us_run_climb_and_dance,https://py.tedcdn.com/consus/projects/00/23/60/006/products/2014-hugh-herr-006-fallback-81b0c9c52a3f139cc7d1ac18ef299151-1200k.mp4,american,5,5,white,male,
Fabriciana,12727,Lera Boroditsky,https://www.ted.com/talks/lera_boroditsky_how_language_shapes_the_way_we_think,https://py.tedcdn.com/consus/projects/00/31/13/005/products/2017w-lera-boroditsky-005-fallback-5debf8591b59068eb265f9823ccd563c-1200k.mp4,american,5,5,white,female,
Fabriciana,1998,Simon Sinek,https://www.ted.com/talks/simon_sinek_why_good_leaders_make_you_feel_safe,https://py.tedcdn.com/consus/projects/00/13/08/005/products/2014-simon-sinek-005-fallback-18b2ff4dec807996c02170cac2ce83e4-1200k.mp4,american,5,5,white,male,
Fabriciana,24273,Jeffrey Siegel,https://www.ted.com/talks/jeffrey_siegel_what_makes_muscles_grow,https://py.tedcdn.com/consus/projects/00/42/72/010/products/2015e-jeffrey-siegel-muscles-010-fallback-2bb361a8250e15e8a132e2e03f435e18-1200k.mp4,american,5,5,unknown,male,
Fabriciana,70,Richard St. John,https://www.ted.com/talks/richard_st_john_8_secrets_of_success,https://py.tedcdn.com/consus/projects/00/19/97/001/products/2005-richard-st-john-001-fallback-b134db20e63cabb447a8346a864bd7ae-1200k.mp4,american,5,5,white,male,
Fabriciana,1716,BLACK,https://www.ted.com/talks/black_my_journey_to_yo_yo_mastery,https://py.tedcdn.com/consus/projects/00/20/80/003/products/2013-black-003-fallback-12d3334fa4888fe92f60989933e7f88b-1200k.mp4,east asian,1,5,asian,male,
Fabriciana,1100,Sarah Kay,https://www.ted.com/talks/sarah_kay_if_i_should_have_a_daughter,https://py.tedcdn.com/consus/projects/00/10/37/007/products/2011-sarah-kay-007-fallback-43975bf0a457379ee4d8f8d1da7f88b0-1200k.mp4,american,5,5,multiracial,female,
Fabriciana,286,Benjamin Zander,https://www.ted.com/talks/benjamin_zander_the_transformative_power_of_classical_music,https://py.tedcdn.com/consus/projects/00/14/30/012/products/2008-benjamin-zander-012-fallback-44c190f8945a0699ae3459a4e021c76f-1200k.mp4,british,1,5,white,male,
Fabriciana,92,Hans Rosling,https://www.ted.com/talks/hans_rosling_the_best_stats_you_ve_ever_seen,https://py.tedcdn.com/consus/projects/00/12/55/005/products/2006-hans-rosling-005-fallback-c3d98a9ebcba77e543774e749251147a-1200k.mp4,eastern european,1,5,white,male,
Fabriciana,2530,Brian Little,https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality,https://py.tedcdn.com/consus/projects/00/24/80/006/products/2016-brian-little-006-fallback-d763c0bad58651eade39dd9b842c5231-1200k.mp4,american,5,5,white,male,
Fabriciana,41105,Matt Walker,https://www.ted.com/talks/matt_walker_sleep_is_your_superpower,https://py.tedcdn.com/consus/projects/00/04/97/006/products/2019-matt-walker-006-fallback-8b04ed0160ea493f55d541f076b30eb2-1200k.mp4,british,3,5,white,male,
Fabriciana,2325,BJ Miller,https://www.ted.com/talks/bj_miller_what_really_matters_at_the_end_of_life,https://py.tedcdn.com/consus/projects/00/25/25/006/products/2015-bj-miller-006-fallback-d4b109e828f2f76272df0e3eed72c2ff-1200k.mp4,american,5,5,white,male,
Fabriciana,1183,Matt Cutts,https://www.ted.com/talks/matt_cutts_try_something_new_for_30_days,https://py.tedcdn.com/consus/projects/00/08/40/003/products/2011u-matt-cutts-003-fallback-89b1e2dc048f55fc59effb548e54d755-1200k.mp4,american,5,5,white,male,
Fabriciana,24488,Netta Schramm,https://www.ted.com/talks/netta_schramm_why_don_t_perpetual_motion_machines_ever_work,https://py.tedcdn.com/consus/projects/00/43/33/004/products/2017e-netta-schramm-perpetual-motion-004-fallback-f56dc0a2c59028afeffbb45068b7de54-1200k.mp4,american,5,5,unknown,male,
Fabriciana,1764,Raffaello D'Andrea,https://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters,https://py.tedcdn.com/consus/projects/00/19/52/010/products/2013g-raffaello-d-andrea-010-fallback-fa304e8a6ef0944ab29c7a0c8f9dd187-1200k.mp4,american,5,5,white,male,
Fabriciana,10362,Wendy Suzuki,https://www.ted.com/talks/wendy_suzuki_the_brain_changing_benefits_of_exercise,https://py.tedcdn.com/consus/projects/00/30/74/004/products/2017w-wendy-suzuki-004-fallback-0dcccf79782e30443594b374630b82e4-1200k.mp4,american,5,5,asian,female,
Fabriciana,1728,Rita Pierson,https://www.ted.com/talks/rita_pierson_every_kid_needs_a_champion,https://py.tedcdn.com/consus/projects/00/12/04/007/products/2013s-rita-f-pierson-007-fallback-dfb4dad4eb16f09a2a57e47244e8823a-1200k.mp4,american,5,5,black,female,
Fabriciana,242,Stephen Hawking,https://www.ted.com/talks/stephen_hawking_questioning_the_universe,https://py.tedcdn.com/consus/projects/00/09/72/007/products/2008-stephen-hawking-007-fallback-a8769262be3a25beb3649fa3bf712954-1200k.mp4,computer generated,4,5,white,male,
Fabriciana,24220,Alex Gendler,https://www.ted.com/talks/alex_gendler_can_you_solve_the_famously_difficult_green_eyed_logic_puzzle,https://py.tedcdn.com/consus/projects/00/42/58/005/products/2015e-alex-gendler-green-eyed-riddle-005-fallback-35f393e19acfa8ab26fb75d783366bb3-1200k.mp4,american,5,5,unknown,male,
Fabriciana,6857,Mia Nacamulli,https://www.ted.com/talks/mia_nacamulli_the_benefits_of_a_bilingual_brain,https://py.tedcdn.com/consus/projects/00/40/96/002/products/2015e-mia-nacamulli-bilingual-brain-002-fallback-80ab74b9531f04f749929658a1d91e5e-1200k.mp4,american,5,5,unknown,female,
Fabriciana,9987,Guy Winch,https://www.ted.com/talks/guy_winch_how_to_fix_a_broken_heart,https://py.tedcdn.com/consus/projects/00/30/63/007/products/2017-guy-winch-007-fallback-15b39b68458aede8008f3e52cc91a342-1200k.mp4,unknown,1,5,white?,male,
Fabriciana,2156,Carol Dweck,https://www.ted.com/talks/carol_dweck_the_power_of_believing_that_you_can_improve,https://py.tedcdn.com/consus/projects/00/23/52/002/products/2014x-carol-dweck-002-fallback-aeebb75cd62f7b1157b48f6219db0e1e-1200k.mp4,american,5,5,white,female,
Fabriciana,2501,Kang Lee,https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying,https://py.tedcdn.com/consus/projects/00/24/77/008/products/2016-kang-lee-008-fallback-3c70aa4155ec43411c6ee9474fb9f4be-1200k.mp4,east asian,1,5,asian,male,
Fabriciana,29391,Lýdia Machová,https://www.ted.com/talks/lydia_machova_the_secrets_of_learning_a_new_language,https://py.tedcdn.com/consus/projects/00/00/80/003/products/2018s-lydia-machova-003-fallback-9e866e9665fd151d1c6c7c2fc43e14b6-1200k.mp4,"australian, eastern european",1,5,white,female,
Fabriciana,2747,Nicole Avena,https://www.ted.com/talks/nicole_avena_how_sugar_affects_the_brain,https://py.tedcdn.com/consus/projects/00/40/66/002/products/2013e-nicole-avena-sugar-002-fallback-9ae8bbf4201933970974e424078abc08-1200k.mp4,american,5,5,unknown,female,
Fabriciana,2681,Sue Klebold,https://www.ted.com/talks/sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story,https://py.tedcdn.com/consus/projects/00/27/77/006/products/2016p-sue-klebold-006-fallback-a75b4c4473d5be25f869ebf6b8266f3f-1200k.mp4,american,5,5,white,female,
Fabriciana,48103,Johann Hari,https://www.ted.com/talks/johann_hari_this_could_be_why_you_re_depressed_or_anxious,https://py.tedcdn.com/consus/projects/00/06/06/002/products/2019t-johann-hari-002-fallback-27d556814cbab57f4bd46b6219e98041-1200k.mp4,british,1,5,white,male,
Fabriciana,1640,Andy Puddicombe,https://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes,https://py.tedcdn.com/consus/projects/00/12/27/005/products/2012s-andy-puddicombe-005-fallback-75c0a4bd3e53f6d7ef8f9f9096a7ab34-1200k.mp4,british,1,5,white,male,
Fabriciana,2244,Greg Gage,https://www.ted.com/talks/greg_gage_how_to_control_someone_else_s_arm_with_your_brain,https://py.tedcdn.com/consus/projects/00/01/73/003/products/2015-greg-gage-003-fallback-5c4d24379ccb439e541a79b75a9c4495-1200k.mp4,american,5,5,white,male,
Fabriciana,1458,Reggie Watts,https://www.ted.com/talks/reggie_watts_beats_that_defy_boxes,https://py.tedcdn.com/consus/projects/00/13/98/008/products/2012-reggie-watts-008-fallback-a1ba3cc69abae6ab575e8ff0b055a1a1-1200k.mp4,british,1,5,black,male,
Fabriciana,1682,Amanda Palmer,https://www.ted.com/talks/amanda_palmer_the_art_of_asking,https://py.tedcdn.com/consus/projects/00/20/28/005/products/2013-amanda-palmer-005-fallback-653600076615b6cc70429269d837c6f1-1200k.mp4,american,5,5,white,female,
Fabriciana,1272,Thomas Suarez,https://www.ted.com/talks/thomas_suarez_a_12_year_old_app_developer,https://py.tedcdn.com/consus/projects/00/38/45/001/products/2011x-thomas-suarez-001-fallback-e7f9d41a58eee0c79df288bf4ebb6037-1200k.mp4,american,5,5,white,male,
Fabriciana,2768,Claudia Aguirre,https://www.ted.com/talks/claudia_aguirre_what_would_happen_if_you_didn_t_sleep,https://py.tedcdn.com/consus/projects/00/40/78/002/products/2015e-claudia-aguirre-sleep-002-fallback-19863bde0f7c2f7239e931702fd951c8-1200k.mp4,american,5,5,unknown,male,
Fabriciana,20086,Lizzie Velásquez,https://www.ted.com/talks/lizzie_velasquez_how_do_you_define_yourself,,american,5,5,white,female,
Fabriciana,1118,David Christian,https://www.ted.com/talks/david_christian_the_history_of_our_world_in_18_minutes,https://py.tedcdn.com/consus/projects/00/08/21/011/products/2011-david-christian-011-fallback-b6d82f8eaf27123515678867fdd60d91-1200k.mp4,british,1,5,white,male,
Fabriciana,2817,Anil Seth,https://www.ted.com/talks/anil_seth_your_brain_hallucinates_your_conscious_reality,https://py.tedcdn.com/consus/projects/00/28/75/005/products/2017-anil-seth-005-fallback-61bfd6d04989cdf45566cd3bb60cd827-1200k.mp4,american,5,5,white,male,
Fabriciana,1894,Andrew Solomon,https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share,https://py.tedcdn.com/consus/projects/00/13/21/007/products/2013x-andrew-solomon-007-fallback-5d0324875ad7a34abf89d38df4e0e51b-1200k.mp4,british,2,5,middle eastern,male,
Fabriciana,24006,Rose Eveleth,https://www.ted.com/talks/rose_eveleth_the_loathsome_lethal_mosquito,https://py.tedcdn.com/consus/projects/00/42/09/011/products/2013e-rose-eveleth-mosquitos-011-fallback-16c25f431c366a8c76b0d02fb389d8bb-1200k.mp4,american,5,5,white,male,
Fabriciana,24266,TED-Ed,https://www.ted.com/talks/ted_ed_why_do_women_have_periods,https://py.tedcdn.com/consus/projects/00/50/36/008/products/2015e-ted-ed-menstruation-008-fallback-4ee03f9506c88116ae0afd2b8cd64d81-1200k.mp4,american,5,5,unknown,female,
Fabriciana,1741,Meg Jay,https://www.ted.com/talks/meg_jay_why_30_is_not_the_new_20,https://py.tedcdn.com/consus/projects/00/16/42/002/products/2013-meg-jay-002-fallback-6a2170b67ece94a7bc69e708116f3fe1-1200k.mp4,american,5,5,white,female,
Fabriciana,2647,Laura Vanderkam,https://www.ted.com/talks/laura_vanderkam_how_to_gain_control_of_your_free_time,https://py.tedcdn.com/consus/projects/00/27/17/002/products/2016w-laura-vanderkam-002-fallback-90a73004a76551de74045d172ec69389-1200k.mp4,american,5,5,white,female,
Fabriciana,2193,Guy Winch,https://www.ted.com/talks/guy_winch_why_we_all_need_to_practice_emotional_first_aid,https://py.tedcdn.com/consus/projects/00/19/15/006/products/2014x-guy-winch-006-fallback-fc8424cbfaf464dad5946b88866ccf46-1200k.mp4,southern european,1,5,white,male,
Fabriciana,24356,Mia Nacamulli,https://www.ted.com/talks/mia_nacamulli_how_the_food_you_eat_affects_your_brain,https://py.tedcdn.com/consus/projects/00/42/86/002/products/2016e-mia-nacamulli-food-brain-002-fallback-317399539ee7bc7499c2f88cbdc5b17a-1200k.mp4,american,5,5,unknown,male,
Fabriciana,16,Helen Fisher,https://www.ted.com/talks/helen_fisher_why_we_love_why_we_cheat,https://py.tedcdn.com/consus/projects/00/37/94/001/products/2006-helen-fisher-001-fallback-7ff431faf1201ceddeecd3692284dc63-1200k.mp4,american,5,5,white,female,
Fabriciana,2513,Adam Driver,https://www.ted.com/talks/adam_driver_my_journey_from_marine_to_actor,https://py.tedcdn.com/consus/projects/00/26/18/009/products/2015p-adam-driver-009-fallback-4c33ef283430fcbb21a978bf570fe028-1200k.mp4,american,5,5,white,male,
Fabriciana,30180,Scott A. Mellor,https://www.ted.com/talks/scott_a_mellor_how_thor_got_his_hammer,https://py.tedcdn.com/consus/projects/00/44/02/001/products/2018e-scott-a-mellor-thors-hammer-001-fallback-d825a257ce91845e2c868ea8129d4a8e-1200k.mp4,american,5,5,unknown,male,
Fabriciana,24447,Annie Bosler and Don Greene,https://www.ted.com/talks/annie_bosler_and_don_greene_how_to_practice_effectively_for_just_about_anything,https://py.tedcdn.com/consus/projects/00/43/11/011/products/2016e-annie-bosler-and-don-greene-practice-effectively-011-fallback-0707927d2cb38485cfd14b66f0e7da00-1200k.mp4,american,5,5,unknown,male,
